Nom|Prénoms|naissance|décès|Nation|Diocèse|Collège d'études|année de référence|Collège du premier poste|Fonction du premier poste|1ère année attestée du 1er poste|date ultime attestée du 1er poste|Collège du deuxième poste|Fonction du deuxième poste|1ère date attestée du deuxième poste|date ultime attestée du deuxième poste|Collège du troisème poste|Fonction du troisième poste|1ère date attestée du troisième poste|Date ultime attestée du troisième poste|Autres informations|Premier grade connu|Second grade connu|Ordre sacré|Bénéfices|Engagement janséniste|Serment civique|Fonctions universitaires|Publications|Référence de la source 1|Référence de la source 2|Référence de la source 3|Autres références de source
Beuzebecq (Beuzeboc, Beusboc)|Jean Étienne|||Normandie|Rouen?|Lisieux?|1764|Lisieux|professeur de 3e|1764|1765||professeur de grammaire|1765|1773|||||Un Jean Étienne Beusboc de Rouen a en 1753 en 3e au collège de Lisieux une mention au concours général.|||||||censeur 1792, procureur 1795, questeur 1798, Doyen||916363|H/3/*/2597||
Bidault|François|||France|Sens||1704|Navarre|professeur de 3e|1704|1707|Mazarin|professeur de seconde|1707|1717||professeur émérite|1723|1723|Exerce jusqu’en juin 1717, puis arrête d’enseigner. |bachelier en théologie|||||||Illustrissimo abbati Nicolao de Saulx de Tavanes, cum theses philosophicas propugnaret laurea artium in collegium Mazarineo|M3314||| La France littéraire 1769? (identification incertaine)
Bihou|Pierre|||France|Paris||1760||||||||||||||||prêtre||||||M3317|||
Billard|Denis|||France|Chartres||1673|Grassins|régent|1673|1675|Plessis|professeur de 3e|1682|1682|||||Naissance vers 1645.||||||||Odes latines au roi et au duc de Bourgogne.|M3313|U60||
Billard|Pierre|1731||France|Orléans||1763|Mazarin|sous maître|1762|1766|La Marche|professeur de philosophie|1766|1775||||||bachelier en théologie||clerc||||||U37(3)|M3317|U25|H/3/2834 ; H/3/2835
Billard|René Julien|||France|Le Mans||1739|Cornouaille|régent|1739|1739||||||||||||acolyte||||||M3315|||
Billard de Lorière|Jérôme Louis|1729||France|Paris (Ville De)||1751|St Michel|professeur de philosophie|1751|1751|||||||||Inspecteur du collège de Mazarin en 1766.|bachelier en théologie|docteur en théologie |sous-diacre||||||M3316|H/3/2835||
Billet|Pierre||1719|Picardie|Noyon||1698|Plessis|professeur de rhétorique|1698|1707|||||||||Receveur de l’université de 1703 à sa mort en 1719.Professeur à succès qui a des revenus élevés, il obtient en 1707 le droit  d’ouvrir une pension privée.||||||||3 odes latines; une traduction du grec; traduction d’un ouvrage en grec de Claude Capperonnier.|M3314|A. N. H3* 2596|U 24, p.29|
Billy (de)|Jacques|||France|||1660|Cardinal-Lemoine|professeur|1660|1666||||||||||||||||||M3313|||
Binard|Michel André Silvestre|||Normandie|Coutances?|Harcourt (1761 en 1ère)|1773|Navarre|professeur de grammaire|1773|1773|Navarre|professeur de 3e|1776|1790|||||Agrégé de lettres en 1770;  proposé comme juge de l'agrégation de grammaire en 1780. Prêtre habitué de St Etienne du Mont en 1788|||Prêtre 76||||||H/3/2754/A-B|H/3/*/2597|MSJF419|MSJF 414 ; Dainville-Barbiche
Binet|René|1732||Picardie|Beauvais|Plessis|1761|Plessis|professeur de rhétorique|1761|1794|||||||||Mention au concours général. Un Binet est boursier du collège de Justice en 1754 (H/3/*/2795/7). Proposé comme juge à l'agrégation de grammaire. En l'an X il est émérite pensionné à l'école centrale du Panthéon. Décédé après 1802.|Licencié en droit|||||assermenté|||M3318|H3 2563 (VI)|916363|MSJF414 ; carton 26
Bizot|Denis|||France|Paris (Ville)||1705|||||||||||||Des demandes de bénéfice sont ensuite formulées. Semble n'avoir jamais enseigné.||docteur en théologie|prêtre 1705||||||M3314|||
Blaizot (Blaisot)|Jacques Toussaint|1725||France|Paris (Ville)||1749|Plessis|professeur|1759|1769|Plessis|sous-principal|||||||Il est en 1750 chapelain à St Germain l’Auxerrois puis de St Étienne de Grès à Paris (350£). |bachelier en théologie||sous-diacre 1749  prêtre 1750|chapelain||||Sur l’état de la Marine et du commerce maritime de la France.|M3316|U 255|U 37(3)|916 363/ U25
Blenay (de)|Joseph Emmanuel|||France|||1742|Lisieux|proviseur et professeur|1742|1742||||||||||||||||questeur|aucune|M3316|||
Blondeau|Jean Jacques Michel|1728||France|Chartres||1754||||||||||||||bachelier en théologie|licencié en théologie|prêtre 1754||||||M3316|||
Blondelu||||Picardie|||1762|Cardinal-Lemoine|professeur de 5e|1762|1765||||||||||||||||||916363|||
Blotin|Louis Étienne|||France|Paris (Ville)||1730||||||||||||||bachelier en droit||acolyte||classé janséniste||||M3315|||
Boffin D’argenson  (de)|François Alexandre|1724||France|Grenoble (Ville)||1745|Cornouaille|professeur de philosophie|1745|1745|||||||||||docteur en théologie|clerc||||||M3316|U37 ||
Boileau|Charles||||||1670|Beauvais|régent|1670|1670|||||||||Examinateur du baccalauréat en 1758 et 1759.|||||||||M3313|||
Boiq (Bois)  de  Macholles (Du)|Étienne|||France|Autun||1703|Bayeux|professeur de philosophie|1703|1703|||||||||||docteur en théologie||||||Traduction de Boileau-Despréaux, Opera et epistola, 4 volumes|M3314|U253 ||
Boisney|Philippe||1717|Normandie|Lisieux||1691||professeur d'humanités|1691|1691|La Marche|professeur de 4e|1701|1714|||||||||chanoine||||aucune|REG10|||
Bompar|Pierre  Gaspard|||France|Paris||1710|Cardinal-Lemoine|professeur|1710|1717||||||||||||clerc||||||U253|M3314|M3320| La France littéraire 1769
Bon|François||||||1672|Trésorier|professeur de philosophie|1672|1672||||||||||bachelier en théologie||||||||M3313|||
Bonamour|||||||1652|Navarre|professeur d'humanités|1652|1652||||||||||||||||recteur 1660, 1663, 1672-1673||Reg 27|||
Bonaventure|Michel|||France|Lyon||1692|Narbonne|professeur de philosophie|1692|1692||||||||||bachelier en théologie||||||||M3314|||
Bonenfant [Bonefan]|Antoine|||France|Bourges||1664|Cardinal Lemoine|professeur d'humanités|1664|1669|||||||||||||||||aucune|M3313|||
Bonin|René||||||1612|Lisieux|principal et professeur|1612|1613||||||||||||||||Recteur oct.  1612-mars 1613||Jourdain|Mazarine ms 10408 p. 1||
Bonneguier d’Artignat  (de)|Pierre|||France|Périgueux||1730|Tours|professeur de philosophie|1730|1730|||||||||||bachelier en théologie||||||Lettres de quelques juifs portugais et allemands à M de Voltaire et un petit commentaire.|M3315|||
Bonnejoye|Pierre|||Normandie|Rouen||1736|Lisieux|professeur de philosophie|1736|1750||||||||||||||||||AN1739|LP11-62|M3315|H/3/2597, U37
Bonnerie|Pierre|||France|Paris||1723|Cambrai|professeur de philosophie|1723|1723|||||||||En 1723 on le présente comme «bientôt titulaire» au collège de Cambrai.|||acolyte||||||M3314|M3320||
Bonnesoeur|Jean|||Normandie|Avranches||1709|Lisieux|professeur de philosophie|1709|1720|||||||||Présenté et reçu à une chapelle parisienne en 1713. On dit qu'il « a quitté la profession en 1720» (H/3/2597).|licencié en théologie||prêtre 1706|chapelain|||||CART N|REG10|H/3/2597|
Bonnet|Jean Antoine ( Anselme M3320)|||France|Paris||1705|Bayeux|professeur de philosophie|1705|1705||||||||||bachelier en théologie||acolyte|||||Oraison funèbre de Louis XIV|M3314|M3320||
Bordier|Jean|||||Montaigu (boursier)|1613|Montaigu|principal|1613|1618||||||||||||prêtre|Boursier de Montaigu; curé d'Arcueil et de Fontenay-sous-Bagneux.|||||Compère|||
Borie|Anne Nicolas|1715||France|||1747|Reims|professeur de philosophie|1747|1747||||||||||bachelier en théologie|docteur en théologie|||||censeur 1750-1751 procureur nation 1753||M3316|U37||
Bormefant|Jean||||||1707|Lisieux|professeur de philosophie|1707|1707||||||||||||||||||M3314|||
Bosgelin Du Cassé (Du)|Jean Raymond|1732||France|Rennes (Ville)||1751||||||||||||||||acolyte||||||M3316|||
Boubert|Louis Alexandre Mathurin?|1761||Picardie|Amiens (Ville)|Cardinal Lemoine en 5e 1782, 1ère en 1786|1790||agrégé sans poste|1790|1790|Louis-Le-Grand|professeur de 4e|1791|1791|||||Mention au concours général (indique le prénom et l’origine)|||||||||H/3/2754/A-B|||
Bouche|Jean Baptiste|||France|Châlons/ Marne||1730||||||||||||||bachelier en théologie||||||||M3315|||
Boucher|François||||||1673|Le Mans|professeur de philosophie|1672|1673||||||||||||||||||M3313|||
Boucher ( Bouché)|Pierre|||France|Reims||1664|Plessis|professeur|1664|1670|||||||||Nommé régent au Plessis grâce à l’évêque de Toulouse (« ab merita et officia sua familia »).||||||||La Vie, le martyre et miracles de Saint Prix, évesque de Clermont en Auvergne|M3313|||
Boucheseiche|||||||1791|Lisieux|professeur de 5e|1791|1794|||||||||Remplace en 1791 Grenet qui est sans doute réfractaire.||||||oui|||H/3/2563 (VI)|carton 26||
Boucly|le jeune|||Picardie|Noyon||1780|Montaigu|professeur de 4e|1780|1783|Montaigu|professeur de seconde|1783|1793|||||Nommé procureur du collège par le Directoire du département. Décédé après 1797.||||||oui|||H/3/2563 (VI)|H/3/2754/A-B|carton 26|
Boucly|"Louis François Alexandre (""Aîné"")"|||Picardie|Noyon|Plessis 3e 1764, 1vet 1767|1774|La Marche|professeur de seconde|1774|1777|Plessis|professeur de 5e puis 3e|1777|1793|||||Naissance vers 1750. Mention au concours général, agrégé de lettres. Il est émérite pensionné au collège de Saint Quentin en l'an X. Décédé après 1802.||||||oui||Les satires de Perse, traduites en français; Petite guerre entre M. l’abbé Le Monnier et MS.|H/3/2563 (VI)|H/3/2754/A-B|MSJF 469|carton 26
Boue De Martange  (de)|Marie Antoine|||France|Chartres||1743|Bayeux|professeur de philosophie|1743|1743||||||||||bachelier en théologie||clerc||||||M3315|||
Bougier|Henri||||||1666|Navarre||||||||||||Il est d'abord (en 1666) «chargé de l’éducation des enfants à Navarre», puis professeur.  Il obtient son premier poste après 1666.||bachelier en théologie||||||Divers poèmes latins dédiés aux Grands.|M3313|||
Boulier|||||||1742|Bourgogne|principal|1742|1757||||||||||||prêtre||||||H/3/2799/4|||
Boullemer|Pierre|||France|Paris||1738|||||||||||||Semble n'avoir jamais enseigné.|licencié en droit ||clerc||appelant|||Abrégé du pilotage.|M3315|||
Bounot|||||||1672|Grassins|professeur d'humanités|1672|1672|||||||||||||||||aucune|M3313|||
Bourceret|Laurent||1629|France|Dijon (Ville)||1584|Bourgogne|professeur||||professeur de philosophie|1584|1607|La Marche|principal|1607|1629|A également été principal des artiens du collège de Navarre en 1601.  Il obtient son premier poste avant 1584.|licencié en théologie||||||Recteur 1584|Un recueil de discours en latin|Compère|Archives biographiques françaises||
Bourdet|Pierre Jean|1718||France|Paris (Ville)||1757|||||||||||||Il a aussi fait 3 ans de théologie en 1757. Aucune ancienne fonction enseignante n’est indiquée en 1775.|licencié en droit||prêtre||||||M3316|U25||
Bourdon|Claude Guillaume|||France|Besançon||1733|Le Mans|professeur de philosophie|1733|1733||||||||||||clerc||||||M3315|||
Bourdon|Étienne|||France|Paris||1675|Reims|professeur de philosophie|1675|1675||||||||||||||||||M3313|||
Bourelier|||||||1791|La Marche|professeur de physique|1791|1791|||||||||A probablement remplacé un professeur réfractaire.|||||||||H/3/2563|||
Bourgeois||||Normandie|||1764|Louis-Le-Grand|professeur de 6e|1764|1765|Louis-Le-Grand|professeur de 5e|1779|1784|||||Un Bourgeois est petit boursier du collège de Laon en 1742; un Jean-François Bourgeois est mentionné au Concours général, mais il est originaire de Paris.||||||||Oratio funebris Serenissimi Delphini|916363|H/3/*/2597|Dupont-Ferrier|
Bourgerte|Médard||1606||||1589|Presles Beauvais|principal|1589|1606|||||||||||licencié en théologie|||||||H/3/2891/2|||
Bourguin|Pierre Médard|||France|Paris (Ville)||1738||||||||||||||bachelier en théologie|docteur en théologie|prêtre||||||M3315|U37||
Bouriot|Élie|||France|Meaux||1716||||||||||||||bachelier en théologie||clerc||||||M3314|||
Bourlet|Pierre|||France|Paris||1708|Justice|professeur de philosophie|1708|1708|||||||||||docteur en théologie|acolyte||appelant||||M3314|M3320|U253|
Bourlet de Vauxelles|Jérôme Simon Jacques|1733|1802|France|Paris||1752|Fortet|professeur de philosophie|1752|1752|||||||||||docteur en théologie |clerc|canonicat (Chanoine de Sens en 1759)||||Lettres de M. de Sévigné; Éloge de Henri-François d’Aguesseau; Panégyrique de St Louis (2); il écrit dans les feuilles réactionnaires pendant la révolution comme La Quotidienne, Le Mémorial, a édité divers classiques.|M3316|Dictionnaire des lettres françaises|U25|La France littéraire 1769
Bourlier|Jean Baptiste|1733||France|Dijon||1754|||||||||||||Aucune ancienne fonction enseignante n’est indiquée en 1775.|bachelier en théologie|licencié en théologie|sous-diacre 1754 prêtre 1763|En 1790 : vicariat général de REIMS , abbaye dans le diocèse de Bourges, prieuré et canonicat métropolitain de REIMS et dignité de Grand Chantre, brevet de pension de 1500 livres.|||||M3316|S 7057|U25|h/3/2563
Bourlier|Nicolas Chrysostome|1752||Allemagne|||1776||agrégé sans poste |1776|1786|La Marche|professeur de physique|1791|1794|||||Agrégé le 11/5/1776, il réside ensuite au collège de La Marche. Dainville-Barbiche note qu'un Bourlier célèbre des messes de fondation à St André des arts en 1790.|||sous-diacre 1777|||oui|||H/3/2754/A-B|MSJF 469|carton 26|
Bournot|Dominique|||France|Langres||1680|Montaigu|professeur|||||||||||En 1717 il est professeur émérite retiré.|||||||||U253|||
Bourrit||||Normandie|Bayeux||1670||professeur de philosophie|||||||||||Exerce vers 1670.|bachelier en théologie||||||||M3313|||
Boursier|Laurent  François|1679|1749|France|Paris|Mazarin|1703|||||||||||||Bibliothécaire de la Sorbonne, figure importante du mouvement janséniste (C. Maire), exclu de la Sorbonne en 1730. Inspecteur de Mazarin en 1716. Originaire de Écouen.||docteur en théologie|prêtre 1749||figure dans le Nécrologue des appelants|||De l’action de Dieu sur les créatures; mémoire présenté à Pierre le Grand pour la réunion de l’église de Russie à l’Eglise latine; Exposition de doctrine tirée de l’Ecriture Sainte et de pères sur la Grâce; Dissertation sur les vertus théologales; autres œuvres anonymes, correspondance avec Malebranche|M3314|H/3/2830|Maire|
Boussard|René|||France|Le Mans (Ville)||1738||||||||||||||bachelier en théologie||sous-diacre||||||M3315|||
Boutellier (ou Boutiller)||||Picardie|||1764|Louis-Le-Grand|professeur de 4e|1764|1782|||||||||Est en 1769 proposé comme juge à l'agrégation de grammaire.|||||||||MSJF 414|Dupont-Ferrier||
Bouteste|||||||1773|Mazarin|sous maître|1773|1775||||||||||||||||||H/3/2835|||
Bouthilier (ou Boutillier)|Nicolas||1713|||Boursier du Mans en 1662|1677|Beauvais|principal|1677|1713|||||||||Il reste principal en titre jusqu'à sa mort mais Rollin exerce de fait le principalat à partir de 1699 : « Samedy 22 Aoust 1699 M. Bouthillier principal du collège de Beauvais assembla les regens et les boursiers du collège, et en leurs présence il se demit de l’exercice sa principalité en faveur de M. Raulin son coadjuteur. » D'après les comptes il toucherait les gages de principal jusqu'à sa mort, même s'il a des dettes envers le collège et si ses héritiers ne reçoivent que 350 livres. |licencié en théologie||Prêtre||||||MM243|H/3/2785/64||
Boutillie de La Villegonan|Vincent Jean Louis|||France|Vannes (Ville)||1738|Justice|professeur de philosophie|1738|1738||||||||||||||||||M3315|||
Boyer|Anne Ferdinand|1736||France|Besançon (Ville)||1759|||||||||||||Aucune ancienne fonction enseignante n’est indiquée en 1775.|bachelier en théologie||sous-diacre||||||M3316|U25||
Boyer|François|||France|Bourges||1703|||||||||||||Un François Boyer boursier des 18 en 1692. |bachelier en théologie|docteur en théologie|||||||M3314|U253||
Boys|Pierre Michel|1732||France|Paris (Ville)||1757|Reims|professeur de philosophie|1757|1757||||||||||bachelier en théologie||sous-diacre|Cure de Rozay-en-Brie en 1761|||||M3316|Minutier central 1761||
Braille|Louis Charles||1756|France|Paris||1704|Bourgogne|professeur de philosophie|1704|1704|Mazarin|grand maître|1741|1756|||||Cochin est son exécuteur testamentaire.||docteur en théologie |||||||M3314|M3320|H/3/2832 ET 33|U253 
Braquet|Jacques  Christophe|||France|Paris (Ville)||1672|Autun|professeur de philosophie|1672|1673|||||||||Un Braquet (sans prénom ) est principal du collège du Trésorier en 1739 et avait été appelant et réappelant.|bachelier en théologie|docteur en théologie|||?|||aucune|M3313|U253||
Bray  (de)|Nicolas|||France|Chartres||1670|Montaigu|professeur d'humanités|1670|1670|Montaigu|professeur de philosophie émérite|1691|1696|||||||||||||aucune|M3313|Jourdain p. 269 pour 1691||
Bresson|François Nicolas|||Allemagne|||1733|La Marche|principal|1733|1750|La Marche|principal émérite|1767|1767|||||Il est en  1767 principal émérite retiré de la Marche et proposé comme juge à l'agrégation de grammaire.|licencié en théologie||||||||MSJF 414|Compère||
Bretagne  (de)|Jean Claude Hélène|||France|Dijon||1732|Tours|professeur de philosophie|1732|1732||||||||||||acolyte||||||M3315|||
Brie  (de)|Nicolas|||France|Paris||1704|Navarre|professeur de rhétorique|1704|1717||||||||||||||||||U253|M3314|M3320|
Brillon de Jouy|Antoine Pierre|||France|Paris (Ville)||1735|Tours|professeur|1735|1735|||||||||Inspecteur de Mazarin en 1747.|bachelier en théologie|docteur en théologie|acolyte|Cure de st Opportune en 1745|||||M3315|H/3/2833||
